@RELATION music_genre
@ATTRIBUTE RMS_MEAN_TIME NUMERIC
@ATTRIBUTE PAR_MEAN_TIME NUMERIC
@ATTRIBUTE ZCR_MEAN_TIME NUMERIC
@ATTRIBUTE MAD_MEAN_TIME NUMERIC
@ATTRIBUTE MEAN_AD_MEAN_TIME NUMERIC
@ATTRIBUTE RMS_STD_TIME NUMERIC
@ATTRIBUTE PAR_STD_TIME NUMERIC
@ATTRIBUTE ZCR_STD_TIME NUMERIC
@ATTRIBUTE MAD_STD_TIME NUMERIC
@ATTRIBUTE MEAN_AD_STD_TIME NUMERIC
@ATTRIBUTE SC_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE SRO_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE SFM_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE PARFFT_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE FLUX_MEAN_SPECTRAL NUMERIC
@ATTRIBUTE SC_STD_SPECTRAL NUMERIC
@ATTRIBUTE SRO_STD_SPECTRAL NUMERIC
@ATTRIBUTE SFM_STD_SPECTRAL NUMERIC
@ATTRIBUTE PARFFT_STD_SPECTRAL NUMERIC
@ATTRIBUTE FLUX_STD_SPECTRAL NUMERIC
@ATTRIBUTE MFCC_0 NUMERIC
@ATTRIBUTE MFCC_1 NUMERIC
@ATTRIBUTE MFCC_2 NUMERIC
@ATTRIBUTE MFCC_3 NUMERIC
@ATTRIBUTE MFCC_4 NUMERIC
@ATTRIBUTE MFCC_5 NUMERIC
@ATTRIBUTE MFCC_6 NUMERIC
@ATTRIBUTE MFCC_7 NUMERIC
@ATTRIBUTE MFCC_8 NUMERIC
@ATTRIBUTE MFCC_9 NUMERIC
@ATTRIBUTE MFCC_10 NUMERIC
@ATTRIBUTE MFCC_11 NUMERIC
@ATTRIBUTE MFCC_12 NUMERIC
@ATTRIBUTE MFCC_13 NUMERIC
@ATTRIBUTE MFCC_14 NUMERIC
@ATTRIBUTE MFCC_15 NUMERIC
@ATTRIBUTE MFCC_16 NUMERIC
@ATTRIBUTE MFCC_17 NUMERIC
@ATTRIBUTE MFCC_18 NUMERIC
@ATTRIBUTE MFCC_19 NUMERIC
@ATTRIBUTE MFCC_20 NUMERIC
@ATTRIBUTE MFCC_21 NUMERIC
@ATTRIBUTE MFCC_22 NUMERIC
@ATTRIBUTE MFCC_23 NUMERIC
@ATTRIBUTE MFCC_24 NUMERIC
@ATTRIBUTE MFCC_25 NUMERIC
@ATTRIBUTE MFCC_26 NUMERIC
@ATTRIBUTE MFCC_27 NUMERIC
@ATTRIBUTE MFCC_28 NUMERIC
@ATTRIBUTE MFCC_29 NUMERIC
@ATTRIBUTE MFCC_30 NUMERIC
@ATTRIBUTE MFCC_31 NUMERIC
@ATTRIBUTE MFCC_32 NUMERIC
@ATTRIBUTE MFCC_33 NUMERIC
@ATTRIBUTE MFCC_34 NUMERIC
@ATTRIBUTE MFCC_35 NUMERIC
@ATTRIBUTE MFCC_36 NUMERIC
@ATTRIBUTE MFCC_37 NUMERIC
@ATTRIBUTE MFCC_38 NUMERIC
@ATTRIBUTE MFCC_39 NUMERIC
@ATTRIBUTE MFCC_40 NUMERIC
@ATTRIBUTE MFCC_41 NUMERIC
@ATTRIBUTE MFCC_42 NUMERIC
@ATTRIBUTE MFCC_43 NUMERIC
@ATTRIBUTE MFCC_44 NUMERIC
@ATTRIBUTE MFCC_45 NUMERIC
@ATTRIBUTE MFCC_46 NUMERIC
@ATTRIBUTE MFCC_47 NUMERIC
@ATTRIBUTE MFCC_48 NUMERIC
@ATTRIBUTE MFCC_49 NUMERIC
@ATTRIBUTE MFCC_50 NUMERIC
@ATTRIBUTE MFCC_51 NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
0.038562,3.471480,0.139870,0.025250,0.030725,0.033604,0.911982,0.099400,0.023812,0.027911,112.279799,198.681335,0.327226,10.155984,37.556135,51.433131,94.062994,0.150070,2.853007,37.852329,2.393292,-11.843008,-4.820663,-1.137699,-0.392424,-2.717747,0.179314,-0.643326,-1.968417,0.908585,0.431673,-1.321924,0.001048,-0.749699,-0.216904,0.307112,-0.542284,-0.243011,-0.068676,-0.109616,0.136302,-0.034556,-0.247457,-0.073160,-0.045139,-0.013683,23.012561,8.001469,7.236484,3.142845,2.499716,3.082556,2.458939,2.114226,2.140603,1.766493,1.442008,1.878168,1.492623,1.251036,1.304084,1.288284,1.109641,1.180940,1.119030,0.989051,1.063115,0.936741,0.963514,0.878268,0.864284,0.740505,hiphop
0.180553,3.106438,0.111461,0.118122,0.143629,0.102477,0.810604,0.115424,0.070098,0.082557,120.702650,264.791351,0.374670,11.195219,193.697330,60.551771,116.676893,0.158226,3.045453,214.344338,36.023955,-12.860588,2.875036,-2.145349,-1.288568,-1.179570,0.169569,-0.657162,-0.324476,-0.257924,-0.072080,-0.433947,-0.178865,-0.927463,0.071528,-0.034916,0.009669,-0.327290,0.578816,-0.342955,0.452210,0.459299,0.093606,0.525415,-0.282034,0.264233,24.791803,6.946051,5.775500,4.145677,3.281813,3.362813,3.046704,2.308938,2.036858,1.948964,1.761058,1.502704,1.196643,1.224734,1.263720,1.132850,1.090543,1.086507,1.137540,1.066929,1.153124,1.029868,0.928458,0.948853,1.058484,0.846750,hiphop
0.127889,3.018127,0.083059,0.088208,0.103226,0.058661,0.491419,0.031165,0.045663,0.049198,80.936769,171.946553,0.216711,10.714485,130.358780,17.372435,44.901246,0.060138,2.444725,114.744942,38.016074,-6.115693,-5.085893,2.033606,-2.201347,1.127360,-3.147194,1.457984,-2.200503,1.247630,-1.319663,1.155589,-0.790463,0.820467,-0.759746,0.101313,-0.647877,0.152327,-0.873401,0.372214,-0.707733,-0.072442,-0.333878,0.304191,-0.244024,0.372762,12.312526,3.403512,2.995148,2.482858,2.222765,1.740334,1.479480,1.576147,1.387393,1.184776,1.038899,1.136280,0.984451,0.956659,0.978508,1.032424,0.847832,0.948779,0.833781,0.809236,0.792684,0.831909,0.713418,0.614885,0.602554,0.631899,blues
0.093950,2.837625,0.055888,0.063730,0.075632,0.052490,0.526640,0.041579,0.038481,0.042879,68.464156,155.653757,0.178465,11.835273,74.150144,28.473288,80.159080,0.066402,2.418428,81.326795,16.544611,-4.735215,-0.519920,1.902650,-1.517093,2.117094,-3.028550,2.885424,-2.336369,1.038466,-1.480606,0.643294,-1.205380,0.966863,-0.858734,0.397277,-0.446107,0.345800,-0.721835,0.481471,-0.694578,-0.006767,0.060232,0.251284,-0.013756,0.338256,22.112588,4.781592,4.551704,3.181527,2.817739,1.863347,2.135636,1.775000,1.662848,1.531278,1.249603,1.472519,1.265857,1.149061,0.969513,0.966406,0.963471,0.980718,0.833270,0.796434,0.841062,0.812324,0.770116,0.801271,0.714314,0.602437,blues
0.173270,2.941247,0.076327,0.119292,0.139885,0.059598,0.469810,0.035198,0.045159,0.049440,70.143883,135.930287,0.171765,10.046074,176.673989,19.249069,44.314678,0.056694,2.186850,150.901556,42.730571,-2.787130,-6.050090,0.568452,-3.054141,2.423032,-2.056558,0.931936,-2.074544,1.079120,-1.805040,0.464401,-1.005378,0.522884,-1.116055,0.798321,-0.473109,-0.014149,-0.739848,0.228760,-0.486044,0.088131,0.012567,0.103298,-0.133411,-0.030502,14.078175,4.372399,3.638755,2.492620,2.178687,1.457920,1.644462,1.843045,1.345776,1.198736,1.136282,1.248133,1.100895,0.968743,0.993227,0.881850,0.813849,0.851779,0.758730,0.796469,0.744447,0.712697,0.662849,0.650795,0.718661,0.732689,blues
0.139109,2.675194,0.033189,0.103021,0.115233,0.083213,0.714404,0.022535,0.075496,0.073271,47.926578,95.268784,0.138843,13.643425,69.712148,19.260176,55.512064,0.055997,3.027103,81.169206,17.309117,0.027656,-0.791991,1.527290,-1.455388,1.961965,-1.375057,1.799050,-0.575739,1.870301,-0.947607,1.040770,-0.468583,0.787564,-0.456486,1.157332,-0.218441,0.302180,-0.287038,0.214909,-0.507951,0.189594,-0.057582,0.020171,-0.173160,-0.044648,18.310483,4.233866,3.149021,2.113449,2.573803,1.602084,1.812751,1.621791,1.492496,1.196678,1.401909,1.165401,1.133212,0.977662,1.171809,0.826512,0.891925,0.840146,0.832114,0.751230,0.595143,0.601980,0.513321,0.545704,0.515167,0.528411,blues
0.089871,3.314582,0.101398,0.058689,0.071017,0.051150,0.741526,0.047606,0.034547,0.040829,82.165162,159.200620,0.171866,9.749000,103.900232,27.694027,60.697821,0.058143,2.023426,112.292110,26.089602,-4.748775,-8.633693,-0.472442,-7.230831,0.430061,-4.024549,0.054652,-2.612815,0.690632,-2.321855,-0.325952,-1.355200,0.192497,-1.285896,0.475238,-0.797825,0.109386,-0.280399,0.274276,-0.468713,0.444463,0.494259,0.320663,-0.244682,0.071393,17.777619,5.744173,3.168918,2.534720,2.557774,1.680257,1.681626,2.002293,1.699895,1.303412,1.261158,1.303018,1.227395,1.145042,1.566791,1.174043,1.217085,1.107500,1.093726,0.998925,0.742116,0.911259,0.731249,0.748485,0.794956,0.735884,blues
0.101949,3.043262,0.093967,0.069552,0.081999,0.065615,0.654623,0.082284,0.048495,0.053741,81.837764,154.741286,0.157391,11.049290,101.375173,46.747319,85.639851,0.072262,2.570191,138.993986,22.845147,-4.086519,-5.805029,1.291002,-6.132169,0.735082,-4.726012,0.229735,-2.674679,0.327590,-2.900927,-0.201804,-1.401438,-0.399264,-0.659207,0.493278,-0.441859,-0.115927,-0.275438,0.034720,-0.387193,0.474517,0.593921,0.614614,0.132902,0.204160,21.203252,9.693599,4.161955,3.872917,3.037980,2.006799,1.884681,1.769520,1.724059,1.432184,1.379792,1.476971,1.148360,1.075197,1.493507,0.961866,1.064309,1.116627,0.992700,0.964669,0.915256,0.843695,0.889792,0.758427,0.821517,0.632527,blues
0.138756,2.807318,0.072938,0.097424,0.113081,0.098150,0.689157,0.047345,0.076607,0.082376,65.129128,124.692486,0.110417,12.269457,122.996119,30.322081,60.505404,0.061079,2.812078,171.318055,18.181540,1.092241,-9.021769,1.780229,-0.786082,-0.319165,-5.155574,-0.435202,-1.905304,-0.297768,-2.207202,-0.789758,-1.602785,-1.259361,-1.285206,-0.188453,-0.958706,-0.682305,-0.442655,-0.047439,-0.369613,-0.190554,-0.102877,0.045496,0.174336,0.114253,26.583111,8.493062,5.430644,3.667710,5.020392,2.280290,1.990031,2.159010,1.931240,1.724439,1.536088,1.487760,1.201535,1.270843,1.142051,1.140063,1.102194,1.241637,1.185003,1.053310,0.917623,0.928993,0.917476,0.957650,0.943679,0.704756,blues
0.129436,2.986458,0.061369,0.088671,0.104584,0.078508,0.703200,0.045235,0.060265,0.065384,65.367373,132.104570,0.133339,11.995848,112.263830,30.489673,60.212320,0.060183,2.556506,144.904276,22.648663,-0.719351,-6.251776,3.077949,-1.317753,1.597068,-5.141570,0.794039,-2.492624,-0.416478,-1.855297,-0.689139,-1.225938,-0.358576,-1.563118,-0.555346,-0.854425,-0.765890,-0.525607,0.242981,0.090442,-0.256019,-0.216159,0.480573,0.169947,0.039102,20.319925,7.141505,3.881340,3.348732,3.631381,2.286598,1.939752,2.544804,2.057334,1.977329,1.432387,1.521169,1.340291,1.260204,1.285481,1.290883,1.066941,1.095342,1.016376,0.792955,0.866358,0.828057,0.738578,0.721869,0.735155,0.609751,blues
0.140801,2.862853,0.064013,0.099197,0.114701,0.044242,0.461926,0.030365,0.032174,0.035876,77.487346,171.343145,0.199766,12.607165,126.968760,18.842564,52.716765,0.059740,2.817920,107.425889,36.448731,-5.934709,-3.730716,3.076252,-1.651478,2.049906,-3.182355,2.957452,-1.487265,2.375662,-1.200242,0.651712,-2.044661,0.668959,-0.129163,1.061347,-0.688661,0.024803,-0.120552,0.434987,-1.004773,-0.349600,0.580302,0.926998,0.555935,-0.320944,11.934883,3.927236,3.487801,2.851355,2.306466,1.511300,1.524976,1.640431,1.334061,1.216875,1.148315,1.141454,1.087421,1.025273,1.048007,0.810792,0.754415,0.828642,0.650788,0.616687,0.734808,0.641900,0.631849,0.781743,0.690312,0.600450,blues
0.080305,3.000576,0.078977,0.055832,0.065285,0.067232,0.557002,0.041688,0.050234,0.056214,81.564789,177.217661,0.188927,11.511668,66.731799,25.153616,56.194857,0.057498,2.367285,76.410380,15.583506,-5.903578,-4.716198,2.319036,-5.921008,0.002528,-3.509689,1.466532,-3.222438,0.923235,-1.651587,0.720029,-0.554278,0.098912,-1.048518,0.728619,-0.172301,0.071290,0.010302,0.628558,-0.482225,0.502864,0.031781,-0.023970,-0.047575,0.035233,19.381867,4.751302,4.595701,3.309221,3.521796,2.952906,1.601322,1.603788,1.647559,1.650541,1.358503,1.643318,1.325355,1.234683,1.276758,1.165617,1.265154,1.307831,1.223320,1.024293,1.045704,0.954641,0.914213,0.819998,0.843205,0.703634,blues
0.140531,3.039360,0.062863,0.098459,0.114157,0.099361,1.217790,0.022811,0.081747,0.085064,62.093679,119.036406,0.126655,11.951949,107.283303,20.640343,55.562090,0.056999,2.518473,156.490728,21.799587,-0.472927,-7.578468,-0.000280,-6.008235,-0.200782,-3.502780,1.056718,-1.275114,0.317110,-1.525218,0.629285,-0.818334,0.130769,-0.442337,0.233818,-0.280787,0.032277,-0.212763,0.128646,0.033543,0.455344,0.651238,0.715661,-0.115332,0.019540,22.813052,5.580622,5.182842,4.915741,2.507674,2.049692,1.670248,1.467701,1.589367,1.516856,1.479883,1.210236,1.397217,1.078084,1.447967,0.979247,0.822782,1.079364,1.100982,1.159177,1.075200,0.840004,1.044004,1.420197,1.277403,0.873424,blues
0.064564,2.667802,0.043485,0.048620,0.053892,0.051514,0.737468,0.047200,0.042499,0.043988,59.330217,122.998451,0.163482,13.851324,32.314988,32.700466,79.721271,0.082471,3.295515,42.749440,-3.438252,-2.938364,-1.412151,3.656596,-1.840165,2.515881,-2.129481,1.670393,-1.531963,1.311427,-1.706134,-0.027429,-1.175661,0.237888,-0.439357,0.769392,-0.309656,-0.358739,-0.550031,-0.025527,-0.669355,-0.418033,-0.023192,0.350066,-0.022473,-0.337368,19.137244,5.957988,3.313725,3.172559,3.401114,2.025358,2.184668,2.243835,2.000545,1.600400,1.515474,1.441995,1.370897,0.987348,1.098968,0.963120,0.948955,0.948988,0.843630,0.709791,0.689564,0.634651,0.597993,0.698271,0.557347,0.513619,blues
0.116528,2.800767,0.069003,0.085101,0.095816,0.068246,0.584264,0.050668,0.056532,0.058374,61.530979,122.823393,0.128283,12.823116,81.365853,22.932002,47.073124,0.036552,2.939756,87.268384,17.561858,-2.306561,-5.323405,5.081547,-1.865483,-0.625335,-2.100031,-0.085689,-4.179833,0.569554,-0.834794,-0.174558,-1.907533,-0.133322,-1.217811,0.216894,-0.848989,0.440860,1.026135,0.697584,0.151037,0.512205,0.150969,0.104649,0.200490,0.186440,16.669925,3.985611,5.834116,3.151523,3.081663,1.838555,1.752817,1.864323,1.477414,1.892953,1.808387,1.501379,1.374233,1.312805,1.027366,1.251966,1.031691,1.190944,1.195495,0.992829,1.110789,1.008426,0.988401,0.766841,0.791687,0.868129,blues
0.110600,2.765818,0.051368,0.081841,0.091301,0.069157,0.547687,0.037376,0.061693,0.060702,59.877872,121.859024,0.159897,13.045377,66.367709,19.271553,52.523348,0.047668,3.120869,66.262782,16.932754,-4.424492,-0.606011,3.258771,-1.290211,-0.066590,-2.882426,0.837404,-4.545082,0.756377,-0.785915,0.672888,-1.713835,0.931320,-0.712824,0.433128,-1.128290,-0.059570,0.133260,0.575301,-0.179239,0.730866,0.516713,0.014735,-0.138384,0.207424,11.252477,3.734034,5.197293,2.168057,1.816812,2.313709,1.521579,1.583289,1.470936,1.562020,1.614807,1.402191,1.322616,1.468383,1.410088,1.310381,1.022542,1.129587,1.114824,1.126128,1.120317,0.868087,0.849344,0.748879,0.789246,0.663469,blues
0.065545,2.678673,0.044836,0.044868,0.053128,0.053877,0.536919,0.041131,0.039650,0.044583,52.488178,102.453912,0.131213,13.117355,47.063400,17.392241,45.953653,0.040750,2.430802,63.162376,-5.093716,-4.150484,-1.420375,3.763483,-0.771626,0.743672,-2.589176,0.427097,-3.253204,1.959282,0.658373,1.113423,-1.351627,1.076706,-0.667433,0.413106,-0.430815,0.349061,0.181371,0.690521,0.340069,0.769085,0.540422,0.411167,0.166268,0.205431,22.936791,4.557586,6.766384,2.841281,2.487740,2.410259,1.865710,2.262286,1.483469,1.527811,1.429746,1.645244,1.511986,1.465207,1.274462,1.332716,1.536390,1.423984,1.551958,1.181656,1.069869,1.081563,0.967669,0.959635,1.011806,0.834082,blues
